biblio_id;judul_buku;kode_ddc;ddc_bersih;program_studi_ddc;program_studi_prediksi;confidence;multilabel_list
5697;Metode elemen hingga untuk pelat lentur;624;624;Teknik Sipil;Teknik Sipil;90.22;Teknik Sipil
5699;Metode riset aplikasi dan pemasaran;001.42;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5700;Metode riset untuk bisnis dan ekonomi : Bagaimana meneliti dan menulis tesis;650.072;650;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5701;Metrics and models in software quality engineering;332.1;332;Akuntansi;Akuntansi;80.78;Akuntansi
5702;Modern auditing;657.45;657;Akuntansi;Akuntansi;90.97;Akuntansi
5704;Modern Power Electronics : Evaluation, Technology and Applications;621.46;621;Teknik Mesin;Teknik Mesin;71.14;Teknik Mesin, Teknik Elektro
5705;Modern Processor design;004.1;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;89.76;Teknik Informatika & Komputer
5706;Modul acuan proses pembelajaran matakuliah berkehidupan bermasyarakat ilmu sosial dan budaya dasar ilmu kealaman dasar;300;300;Umum;Umum;96.05;Umum
5707;Nilai gizi pangan;660;660;Teknik Mesin;Teknik Mesin;75.52;Teknik Mesin, Umum
5708;Payment technologies for e-commerce;005.8;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;92.36;Teknik Informatika & Komputer
5709;Pedoman umum ejaan bahasa indonesia yang disempurnakan;411.52;411;Umum;Umum;94.92;Umum
5710;Pendidikan Agama, Pancasila, Kewarganegaraan;297;297;Umum;Umum;100.0;Umum
5711;Pengantar bisnis;650;650;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5714;Pengantar estetika dalam seni rupa;740;740;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;90.46;Teknik Grafika & Penerbitan
5715;Pengantar fisika kuantum;530;530;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5716;Pengantar hukum perburuhan;334.01;334;Administrasi Niaga;Administrasi Niaga;60.71;Administrasi Niaga, Umum
5717;Pengantar rekayasa dasar transfortasi;358.4;358;Umum;Umum;55.02;Umum, Teknik Mesin, Sains
5718;Pengantar sistem komunikasi nirkabel;621.3;621;Teknik Elektro;Teknik Elektro;91.28;Teknik Elektro
5720;Pengenalan dasar-dasar PLC : Programmable Logic Controller disertai contoh aslinya;629.89;629;Teknik Mesin;Teknik Mesin;83.33;Teknik Mesin, Teknik Informatika & Komputer
5721;People and competencies;658.31;658;Administrasi Niaga;Administrasi Niaga;96.63;Administrasi Niaga
5722;Perancangan sistem kerja dan ergonomi;620.7;620;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
5723;Perekonomian Indonesia : Beberapa masalah penting;338.958 8;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5725;Perpajakan : teori dan kasus;336.2;336;Akuntansi;Akuntansi;100.0;Akuntansi
5726;PHP dan MySQLuntuk Web;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5727;Pokok-pokok teknologi struktur untuk konstruksi & arsitektur;6224;622;Teknik Mesin;Teknik Mesin;70.8;Teknik Mesin, Teknik Sipil
5728;Pokok-pokok teknologi struktur untuk konstruksi dan arsitektur;624;624;Teknik Sipil;Teknik Sipil;88.55;Teknik Sipil
5734;Proses manufaktur benang sistem rotor;677.6;677;Teknik Mesin;Teknik Mesin;86.32;Teknik Mesin
5735;Protokol kyoto;551.6;551;Sains;Sains;80.34;Sains
5736;Proyek jalan : teori dan praktek;625.7;625;Teknik Sipil;Teknik Sipil;72.39;Teknik Sipil
5738;Psikologi sosial jilid 1 & 2;302;302;Umum;Umum;97.11;Umum
5739;Public relations;659.2;659;Administrasi Niaga;Administrasi Niaga;83.44;Administrasi Niaga, Umum
5744;Rehabilitasi dan terapi untuk individu yang membutuhkan layanan khusus;155.2;155;Umum;Umum;100.0;Umum
5745;Sawyer's : Internasional auditing;657.45;657;Akuntansi;Akuntansi;100.0;Akuntansi
5746;Sejarah seni rupa timur;740.5;740;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;82.78;Teknik Grafika & Penerbitan, Umum
5747;Seri panduan pemrograman aplikasi database visual basic 6.0 dengan crystal report;005.74;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5748;Seri panduan pemrograman aplikasi database visual basic 6.0 dengan crystal reports;005.74;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5749;Sistem teknologi informasi : pendekatan terintegrsi, konsep dasar teknologi, aplikasi, pengembangan dan pengolahan;658.403 8;658;Administrasi Niaga;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5750;Software Engineering : Rekayasa Perangkat Lunak;005.1;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;90.76;Teknik Informatika & Komputer
5751;Strategic Marketing;658.802;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5752;Structural vibration : analysis and damping;531.3;531;Teknik Elektro;Teknik Elektro;73.83;Teknik Elektro, Teknik Mesin
5753;Tcp : ip clearly explained;004.68;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;94.1;Teknik Informatika & Komputer
5754;Teknik konversi energi listrik dan sistem pengaturan;621.312;621;Teknik Elektro;Teknik Elektro;85.15;Teknik Elektro
5755;Teknik pengukuran listrik dan elektronika;621.37;621;Teknik Elektro;Teknik Elektro;97.0;Teknik Elektro
5756;Teknologi beton;691.3;691;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
5757;Teleakses database pendidikan berbasis ponsel;621.382;621;Teknik Elektro;Teknik Elektro;82.54;Teknik Elektro
5758;Teori dan soal-soal aljabar elementar;512.9;512;Matematika;Matematika;92.56;Matematika
5759;Teori soal dan penyelesaian mekanika teknik I,II,III;620.1;620;Teknik Mesin;Teknik Mesin;76.59;Teknik Mesin, Teknik Elektro
5760;The art of HRD Developing management skill techniques for improving learning & perpormance : Meningkatkan keterampilan manajemen teknik-teknik meningkatkan pembelajaran & Kinerja;658.3;658;Administrasi Niaga;Administrasi Niaga;96.15;Administrasi Niaga
5761;The art of HRD Job evalution and remuneration strategies how to set up and run an effective system : strategi evaluasi kerja dann remunerasi bagaimana merancang dan menjalakan sistem yang efektif;658.3;658;Administrasi Niaga;Administrasi Niaga;96.67;Administrasi Niaga
5762;The Art of HRD Managing people a practical guide for line managers : Mengelola karyawan buku wajib bagi manajer lini;658.3;658;Administrasi Niaga;Administrasi Niaga;97.96;Administrasi Niaga
5763;The art of HRD reward management : Manajemen imbalan strategi dan praktik remunerasi;658.32;658;Administrasi Niaga;Administrasi Niaga;89.41;Administrasi Niaga
5764;The art of HRD Reward management a handbook of remuneration strategy and practice : Manajemen imbalan strategi dan praktik remunerasi;658.32;658;Administrasi Niaga;Administrasi Niaga;90.02;Administrasi Niaga
5765;The art of HRD strategic human resource management a guide to action : Manajemen sumber daya manusia stratejik panduan praktis untuk bertindak;658.3;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5766;The art of HRD Succesful recruitment and selection a practical guide for line managers : Sukses merekrut dan menyeleksi karyawan panduan praktis bagi manajer;658.3;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5767;The art of HRD The power of empowerment release the hidden talent of your employees : Daya pemberdayaan menggali dan meningkatkan potensi karyawan anda;658.3;658;Administrasi Niaga;Administrasi Niaga;98.0;Administrasi Niaga
5768;The art of HRD The staff development handbook an action kit to improve performance : Pengembangan staf panduan praktis untuk meningkatkan kinerja;658.31;658;Administrasi Niaga;Administrasi Niaga;97.8;Administrasi Niaga
5770;The mechanical design process;621.815;621;Teknik Mesin;Teknik Mesin;79.96;Teknik Mesin
5771;Top secretary : Membangun dan keterampilan menjadi sekretaris profesional;651.734 1;651;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5772;Undang-undang reublik indonesia nomor 13 tahun 2003 tentang KETENAGAKERJAAN sebagai pengganti 15 peraturan perundang-undangan ketenagakerjaan yang lama Indonesia _ Inggris;331.598;331;Administrasi Niaga;Administrasi Niaga;72.64;Administrasi Niaga, Umum
5773;Undang-undang RI No.20 Tahun 2003 tentang Sistem Pendidikan Nasional(SISDIKNAS)beserta penjelasannya;342;342;Umum;Umum;100.0;Umum
5774;UU RI No. 20 Th. 2003 tentang SISDIKNAS;342;342;Umum;Umum;98.55;Umum
5775;World class supply management the key to supply cain;658.7;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5776;201 pertanyaan terbaik untuk wawancara kerja;658.85;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5777;A handbook of english for mechanical engineering technical english 1;621.076;621;Teknik Mesin;Teknik Mesin;75.25;Teknik Mesin, Umum
5778;Agama Islam I;297.64;297;Umum;Umum;95.31;Umum
5779;Akar kesesatan LDII;297.2;297;Umum;Umum;100.0;Umum
5780;Akuntansi Pengantar;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
5783;Akuntansi suatu pengantar : Revisi;657;657;Akuntansi;Akuntansi;99.28;Akuntansi
5784;Aljabar linear elementary : versi aplikasi;512.5;512;Matematika;Matematika;92.85;Matematika
5787;Analisis wacana ideologi tandingan : Wacana teorisme dalam media-analisis kritis pemberitahuan Abu Bakar Ba'Asir;149.2;149;Umum;Umum;90.4;Umum
5789;Aspek hukum perbankan indonesia;346.082;346;Umum;Umum;100.0;Umum
5790;Auditing : Pemeriksaan akuntan;657.45;657;Akuntansi;Akuntansi;99.5;Akuntansi
5791;Auditing dan pelayanan verifikasi;657.45;657;Akuntansi;Akuntansi;100.0;Akuntansi
5792;Auditing dan pelayanan verifikasi : Pendekatan terpadu;657.45;657;Akuntansi;Akuntansi;98.84;Akuntansi
5793;Bank dan lembaga keuangan lainnya;332.1;332;Akuntansi;Akuntansi;100.0;Akuntansi
5794;Banking on Baghdad : Inside Iraq's 7,000-year history of war. profit, and conflict;956.704 3;956;Umum;Umum;89.34;Umum
5795;Biokimia dan biologi molekul;574.192;574;Sains;Sains;83.91;Sains
5796;Biola tak berdawai;813;813;Umum;Umum;100.0;Umum
5797;Bubu : Traps;799.17;799;Umum;Umum;89.22;Umum
5798;"Business marketing management : Michael D. Hurt; Thomas W. Spech";658;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5799;Business statistics demystifield;650.021;650;Administrasi Niaga;Administrasi Niaga;70.55;Administrasi Niaga, Matematika
5800;Cad-Emcodraft Versi 7.54;005.1;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;82.59;Teknik Informatika & Komputer
5801;Chicken Soup to Inspire a Woman's Soul : Kisah-Kisah Inspiratif untuk Merayakan Kebijaksanaan, Kegembiraan, dan Kebebasan Wanita;813;813;Umum;Umum;100.0;Umum
5802;Computer assisted audit technique : CAATs;005.133;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;92.46;Teknik Informatika & Komputer
5804;Consumer Behavior;658.834 2;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5805;Counter bomb : Protecting yourself against car mail and area emplaced bombs contra bomb;623.4;623;Teknik Mesin;Teknik Mesin;70.84;Teknik Mesin, Umum
5806;Customer relationship management : Concepts and tools;659.2;659;Administrasi Niaga;Administrasi Niaga;97.15;Administrasi Niaga
5807;Dampak pencemaran lingkungan;363.7;363;Umum;Umum;100.0;Umum
5808;Dasar perencanaan dan pemeliharaan elemen mesin;621.82;621;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
5809;Dasar Perencanaan Dan Pemilihan Elemen Mesin;621.82;621;Teknik Mesin;Teknik Mesin;95.92;Teknik Mesin
5810;Dasar-dasar desain pencahayaan;621.32;621;Teknik Elektro;Teknik Elektro;88.74;Teknik Elektro
5811;Dasar-dasar fenomena transport;532;532;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5812;Dasar-Dasar Fenomena Transport : Transfer Massa;532;532;Teknik Elektro;Teknik Elektro;91.53;Teknik Elektro
5813;Dasar-Dasar Fenomena Transport : Transfer Momentum;532;532;Teknik Elektro;Teknik Elektro;92.49;Teknik Elektro
5814;Dasar-Dasar Fenomena Transport : Transfer Panas;532;532;Teknik Elektro;Teknik Elektro;97.75;Teknik Elektro
5815;Dasar-dasar hukum bisnis;346.07;346;Umum;Umum;94.21;Umum
5816;Dasar-dasar jurus praktis tahapan po khan untuk muslim dan muslimah;796.815 9;796;Umum;Umum;93.61;Umum
5817;Dasar-dasar mesin pendingin;621.57;621;Teknik Mesin;Teknik Mesin;96.51;Teknik Mesin
5818;Dasar-Dasar Pariwisata;910.2;910;Umum;Umum;74.72;Umum, Administrasi Niaga
5824;Dasar-dasar pendidikan agama Islam;297.64;297;Umum;Umum;100.0;Umum
5825;Dasar-dasar perencanaan ruang;729;729;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;91.34;Teknik Grafika & Penerbitan
5827;Desain beton bertulang Jilid 1;693.54;693;Teknik Sipil;Teknik Sipil;87.39;Teknik Sipil
5828;Desain beton bertulang Jilid 2;639.5;639;Umum;Teknik Sipil;99.74;Teknik Sipil
5829;Desain web dengan adobe golive 5.0;005.269;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;97.51;Teknik Informatika & Komputer
5830;Desain Web interaktif dan dinamis dengan microsoft frontpage XP;005.269;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;94.0;Teknik Informatika & Komputer
5831;Diktat mata kuliah manajemen recod : Kearsipan dinamis;651.5;651;Administrasi Niaga;Administrasi Niaga;98.72;Administrasi Niaga
5832;Dinamika permukiman perdesaan;307.795 985;307;Umum;Umum;92.01;Umum
5833;Ekologi industri;577;577;Sains;Sains;79.03;Sains
5834;Elctronic commerce : Scurity risk management and control;658.84;658;Administrasi Niaga;Administrasi Niaga;99.41;Administrasi Niaga
5836;Elemen-elemen ilmu dan rekayasa material;620.004;620;Teknik Mesin;Teknik Mesin;82.64;Teknik Mesin
5838;Elemen-elemen mesin dalam perancangan mekanis : Perancangan elemen mesin terpadu;621.815;621;Teknik Mesin;Teknik Mesin;97.08;Teknik Mesin
5839;Elements of engineering electromagnetics;621.3;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5840;Ellectric motors;621.46;621;Teknik Mesin;Teknik Mesin;74.62;Teknik Mesin, Teknik Elektro
5841;English grammar;425;425;Umum;Umum;100.0;Umum
5842;English lesson I;420;420;Umum;Umum;100.0;Umum
5843;Ensiklopedia iptek : listrik dan elektronika - konservasi dan lingkungan vol.5;031;31;Umum;Umum;71.62;Umum, Teknik Elektro
5844;Ensiklopedia iptek : muatan lokal & kronologi iptek vol.6;031;31;Umum;Umum;100.0;Umum
5845;Ensiklopedia iptek : muatan lokal & kronologi iptek vol.7;031;31;Umum;Umum;100.0;Umum
5846;Ensiklopedia iptek : muatan lokal & kronologi iptek vol.8;031;31;Umum;Umum;100.0;Umum
5847;Essentials of management : An international perspective;658.11;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5848;Fairis;813;813;Umum;Umum;100.0;Umum
5849;Fikih ekonomi keuangan islam;297.273;297;Umum;Umum;100.0;Umum
5851;French  Grammer;445;445;Umum;Umum;100.0;Umum
5852;From business strategy to IT action : Right decisions for a better botton line;658.403;658;Administrasi Niaga;Administrasi Niaga;90.36;Administrasi Niaga
5853;Fundamentals of Logic Design;621.39;621;Teknik Elektro;Teknik Elektro;83.96;Teknik Elektro, Teknik Mesin
5854;Fundamentals Of Transportation Engineering : A Multimodal Systems Approach;629.04;629;Teknik Mesin;Teknik Mesin;75.77;Teknik Mesin
5856;Getting it printed;686.2;686;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;98.16;Teknik Grafika & Penerbitan
5857;Harry Potter dan orde poenix;813;813;Umum;Umum;97.56;Umum
5858;Hidrolik kontrol : Panduan analisis praktikum untuk jurusan teknik mesin;621.2;621;Teknik Mesin;Teknik Mesin;95.38;Teknik Mesin
5859;Hidrologi;551.46;551;Sains;Sains;100.0;Sains
5860;Hukum Tata Negara Indonesia : Teori dan praktek;342.915;342;Umum;Umum;99.76;Umum
5861;Idola remaja;813;813;Umum;Umum;98.44;Umum
5862;Instalasi Listrik Dasar;621.3;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5864;Instalasi listrik tingkat lanjut;621.314 2;621;Teknik Elektro;Teknik Elektro;92.42;Teknik Elektro
5866;International financial management;658.1599;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5868;IT governance : How top perpormers manage IT decision rights for superior results;658.40 38;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5869;JAring Insang : Gillnet;799.13;799;Umum;Umum;96.6;Umum
5870;Jika cinta;808.83;808;Umum;Umum;100.0;Umum
5871;Kepemimpinan;158.4;158;Umum;Umum;97.95;Umum
5872;Kesehatan dan keselamatan kerja;363.11;363;Umum;Umum;96.59;Umum
5873;Keselamatan dan kesehatan kerja;363.11;363;Umum;Umum;89.23;Umum
5875;Komunikasi dalam organisasi;353.384;353;Umum;Umum;70.09;Umum, Administrasi Niaga
5876;Konfigurasi server linux dengan webmin;004.67;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5877;Konstruksi beton;624;624;Teknik Sipil;Teknik Sipil;97.02;Teknik Sipil
5878;Kontruksi Baja;693.71;693;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
5879;Kreativitas dalam public relations;659.2;659;Administrasi Niaga;Administrasi Niaga;89.35;Administrasi Niaga
5880;Kuncup berseri : Cerita kenangan;813;813;Umum;Umum;99.52;Umum
5881;La Tahzan : JAngan bersedih;297.63;297;Umum;Umum;99.47;Umum
5882;Laporan keuangan semudah klik mouse myob : Accounting plus versi 13;657.420.285;657;Akuntansi;Akuntansi;73.88;Akuntansi, Teknik Informatika & Komputer
5883;Makro ekonomi : Teori pengantar;338;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5884;Management accounting : Akuntansi manajemen;658.151;658;Administrasi Niaga;Administrasi Niaga;95.53;Administrasi Niaga
5886;MAnajemen asuransi;658.325 4;658;Administrasi Niaga;Administrasi Niaga;88.9;Administrasi Niaga
5887;Manajemen Kinerja : Falsafah, Teori dan Penerapannya;658.3;658;Administrasi Niaga;Administrasi Niaga;97.23;Administrasi Niaga
5888;Manajemen Konstruksi 2;624;624;Teknik Sipil;Teknik Sipil;98.91;Teknik Sipil
5890;Manajemen Peserta didik berbasis sekolah;371.200 6;371;Umum;Umum;84.48;Umum, Administrasi Niaga
5891;Manajemen produksi : perencanaan dab pengendalian produksi;658.5;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5892;MAnajemen Produksi dan Operasi;658.5;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5894;Manajemen strategik;658.401 2;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5895;Matematika dasar : teori dan aplikasi praktis;512;512;Matematika;Matematika;92.81;Matematika
5896;Matematika universitas;510;510;Matematika;Matematika;100.0;Matematika
5898;Membangun Terminal server menggunakan Linux redhat & Microsoft Windows Server;004.67;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5899;Membuat program profesional secara cepat dengan VB;005.1;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5900;Metodologi penelitian : pemikiran ekonomi Islam;001.42;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;83.87;Teknik Informatika & Komputer, Umum
5901;Metodologi research;001.4;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;91.49;Teknik Informatika & Komputer
5902;Mikro ekonomi;339;339;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
